Python path: /home/lekia.p/miniforge3/envs/pynta_fairchem38/bin/python
Conda environment: pynta_fairchem38
ASE version: 3.23.0
2025-07-09 10:57:41,221 INFO Hostname/IP lookup (this will take a few seconds)
2025-07-09 10:57:41,222 INFO Launching Rocket
2025-07-09 10:57:43,772 INFO RUNNING fw_id: 12 in directory: /work/westgroup/lekia.p/pynta/Fe/block_2025-07-09-11-18-07-205805/launcher_2025-07-09-14-57-30-484582
2025-07-09 10:57:43,809 INFO Task started: {{pynta.tasks.MolecularAdsorbateEstimate}}.
initial geometries
4
------------------------------------------------------------
  cycle        total energy    energy error   density error
------------------------------------------------------------
      1     -76.67119473472  -7.6743320E+01   1.2360493E+00
        8.13257096e-02, 5.34929955e-01, 5.46370311e-01, 8.14966223e-02,
        2.38614864e-01, 8.86768942e-02, 6.68241267e-02, 7.04901802e-02,
        2.85484476e-02, 2.96194885e-02, 7.19497097e-02, 6.61315177e-02,
        9.55875219e-02, 1.56788539e-01, 1.03365258e-01, 1.33702043e-03],
       [2.08450071e-01, 7.05294676e-01, 7.05882993e-01, 7.07112647e-01,
        2.01490054e-01, 7.03096197e-01, 3.83834807e-01, 3.77490340e-01,
        0.00000000e+00, 2.44445985e-01, 8.87485229e-02, 8.56824439e-02,
        5.35217924e-01, 9.44944678e-02, 5.46796959e-01, 8.43507423e-02,
        7.93234430e-02, 2.47822465e-01, 2.74025287e-02, 6.43782252e-02,
        6.68791538e-02, 6.21633781e-02, 2.90983801e-02, 7.97175154e-02,
        1.14193233e-01, 1.02191420e-01, 1.94980970e-01, 2.53153976e-03],
       [2.48175115e-01, 8.35823940e-02, 8.16647755e-02, 5.39956583e-01,
        9.57574639e-02, 5.35065443e-01, 8.83439962e-02, 7.98207889e-02,
        2.44445985e-01, 0.00000000e+00, 2.29395481e-01, 2.32775305e-01,
        3.18792697e-01, 6.46458370e-02, 3.12240549e-01, 3.19627807e-01,
        3.08390386e-01, 6.29467315e-02, 2.55139984e-01, 1.12011723e-01,
        1.06548907e-01, 7.10143361e-01, 1.47697538e-01, 6.91405598e-01,
        1.19449527e-01, 1.08860610e-01, 2.62108906e-01, 3.61952226e-03],
       [8.38510408e-02, 2.38753109e-01, 7.99155960e-02, 5.44862975e-01,
        5.35527061e-01, 8.11341576e-02, 2.37695765e-01, 9.66970627e-02,
        8.87485229e-02, 2.29395481e-01, 0.00000000e+00, 2.16580744e-01,
        3.11425335e-01, 3.19068515e-01, 9.07967181e-02, 6.38167188e-02,
        2.96040923e-01, 3.03074022e-01, 1.11609499e-01, 2.53419964e-01,
        1.14189278e-01, 6.78829300e-01, 6.98702533e-01, 1.17039652e-01,
        2.49827828e-01, 1.33407381e-01, 1.11230674e-01, 6.01105596e-03],
       [8.26760356e-02, 8.38663164e-02, 2.47407649e-01, 8.75995690e-02,
        5.46430353e-01, 5.46379930e-01, 8.27097294e-02, 2.36842258e-01,
        8.56824439e-02, 2.32775305e-01, 2.16580744e-01, 0.00000000e+00,
        9.26516288e-02, 3.12283377e-01, 3.11370391e-01, 3.18991525e-01,
        6.89642915e-02, 3.15940410e-01, 1.09750566e-01, 1.18535382e-01,
        2.64640975e-01, 1.27659073e-01, 6.91571531e-01, 6.71807619e-01,
        1.25034153e-01, 2.44924132e-01, 1.16934826e-01, 9.39699576e-04],
       [8.35368710e-02, 7.97272894e-02, 2.37812826e-01, 2.37743971e-01,
        8.79823612e-02, 9.67928166e-02, 5.44776432e-01, 8.13257096e-02,
        5.35217924e-01, 3.18792697e-01, 3.11425335e-01, 9.26516288e-02,
        0.00000000e+00, 2.27040688e-01, 2.16219449e-01, 2.95273974e-01,
        6.40652049e-02, 3.02036435e-01, 1.12009347e-01, 1.14670355e-01,
        2.54664239e-01, 2.50414295e-01, 1.10208253e-01, 1.33093978e-01,
        6.79053568e-01, 1.18832220e-01, 6.94245101e-01, 5.85512549e-03],
       [2.48978271e-01, 8.17228810e-02, 8.37874889e-02, 8.85465047e-02,
        2.44933969e-01, 7.96227300e-02, 5.41639399e-01, 5.34929955e-01,
        9.44944678e-02, 6.46458370e-02, 3.19068515e-01, 3.12283377e-01,
        2.27040688e-01, 0.00000000e+00, 2.34291060e-01, 3.09057840e-01,
        3.19605499e-01, 6.35777389e-02, 2.55707695e-01, 1.06003117e-01,
        1.11501541e-01, 1.19964593e-01, 2.63042619e-01, 1.08631884e-01,
        7.10515932e-01, 6.88261799e-01, 1.46422471e-01, 3.12252512e-03],
       [8.25053593e-02, 2.47871521e-01, 8.39074970e-02, 8.27526044e-02,
        8.52284286e-02, 2.37358297e-01, 8.81106416e-02, 5.46370311e-01,
        5.46796959e-01, 3.12240549e-01, 9.07967181e-02, 3.11370391e-01,
        2.16219449e-01, 2.34291060e-01, 0.00000000e+00, 6.89859858e-02,
        3.18607754e-01, 3.15956788e-01, 1.08975933e-01, 2.64006505e-01,
        1.19049810e-01, 1.25910312e-01, 1.16146292e-01, 2.45450985e-01,
        1.29221196e-01, 6.71058152e-01, 6.94953647e-01, 7.03498800e-04],
       [5.34858278e-01, 9.68266729e-02, 5.39068594e-01, 7.57845363e-02,
        7.99978173e-02, 2.39152658e-01, 2.48910556e-01, 8.14966223e-02,
        8.43507423e-02, 3.19627807e-01, 6.38167188e-02, 3.18991525e-01,
        2.95273974e-01, 3.09057840e-01, 6.89859858e-02, 0.00000000e+00,
        2.20641167e-01, 2.25629456e-01, 6.89455659e-01, 1.58153433e-01,
        6.93783446e-01, 1.16902170e-01, 1.12015789e-01, 2.78325767e-01,
        2.59561160e-01, 1.20024772e-01, 1.11599134e-01, 5.67861619e-03],
       [5.34816143e-01, 5.38680556e-01, 9.69553360e-02, 2.48995848e-01,
        8.41603160e-02, 8.12609342e-02, 7.55634304e-02, 2.38614864e-01,
        7.93234430e-02, 3.08390386e-01, 2.96040923e-01, 6.89642915e-02,
        6.40652049e-02, 3.19605499e-01, 3.18607754e-01, 2.20641167e-01,
        0.00000000e+00, 2.25300593e-01, 6.88792252e-01, 6.93932740e-01,
        1.59199791e-01, 2.59413740e-01, 1.11856344e-01, 1.19147092e-01,
        1.16732639e-01, 2.81242633e-01, 1.12492165e-01, 6.04340929e-03],
       [9.86548610e-02, 5.37285923e-01, 5.37508457e-01, 8.09212185e-02,
        2.47511453e-01, 8.89098341e-02, 8.14563911e-02, 8.86768942e-02,
        2.47822465e-01, 6.29467315e-02, 3.03074022e-01, 3.15940410e-01,
        3.02036435e-01, 6.35777389e-02, 3.15956788e-01, 2.25629456e-01,
        2.25300593e-01, 0.00000000e+00, 1.52596887e-01, 6.96482932e-01,
        6.95944500e-01, 1.11418367e-01, 2.62183048e-01, 1.15775681e-01,
        1.11093515e-01, 1.15640265e-01, 2.60648864e-01, 3.44345515e-03],
       [2.06052791e-01, 1.03493434e-01, 1.03637599e-01, 6.61011885e-02,
        2.73570342e-02, 6.66302365e-02, 6.59915738e-02, 6.68241267e-02,
        2.74025287e-02, 2.55139984e-01, 1.11609499e-01, 1.09750566e-01,
        1.12009347e-01, 2.55707695e-01, 1.08975933e-01, 6.89455659e-01,
        6.88792252e-01, 1.52596887e-01, 0.00000000e+00, 3.67276371e-01,
        3.66970206e-01, 6.52702913e-01, 1.37859815e-01, 6.35663804e-01,
        6.51845035e-01, 6.34780370e-01, 1.37768269e-01, 6.98513322e-03],
       [1.04661186e-01, 2.11079737e-01, 1.04480072e-01, 6.59708659e-02,
        6.64891777e-02, 2.81715851e-02, 2.64075695e-02, 7.04901802e-02,
        6.43782252e-02, 1.12011723e-01, 2.53419964e-01, 1.18535382e-01,
        1.14670355e-01, 1.06003117e-01, 2.64006505e-01, 1.58153433e-01,
        6.93932740e-01, 6.96482932e-01, 3.67276371e-01, 0.00000000e+00,
        3.67530402e-01, 6.43658940e-01, 6.25431261e-01, 1.26160291e-01,
        1.41380666e-01, 6.31042233e-01, 6.18278506e-01, 1.79560401e-02],
       [1.04604284e-01, 1.04431007e-01, 2.11058895e-01, 2.65332227e-02,
        6.46112972e-02, 7.03188862e-02, 6.65403018e-02, 2.85484476e-02,
        6.68791538e-02, 1.06548907e-01, 1.14189278e-01, 2.64640975e-01,
        2.54664239e-01, 1.11501541e-01, 1.19049810e-01, 6.93783446e-01,
        1.59199791e-01, 6.95944500e-01, 3.66970206e-01, 3.67530402e-01,
        0.00000000e+00, 1.40969313e-01, 6.12546590e-01, 6.29027780e-01,
        6.41008044e-01, 1.22558360e-01, 6.26377175e-01, 2.38192620e-02],
       [6.66911210e-02, 6.42479997e-02, 2.83015781e-02, 1.93014547e-01,
        1.12889450e-01, 9.52769353e-02, 5.51464895e-02, 2.96194885e-02,
        6.21633781e-02, 7.10143361e-01, 6.78829300e-01, 1.27659073e-01,
        2.50414295e-01, 1.19964593e-01, 1.25910312e-01, 1.16902170e-01,
        2.59413740e-01, 1.11418367e-01, 6.52702913e-01, 6.43658940e-01,
        1.40969313e-01, 0.00000000e+00, 3.75738190e-01, 3.07576793e-01,
        6.50207145e-01, 1.93101368e-01, 6.23764140e-01, 3.93543856e-03],
       [3.01997141e-02, 6.75034328e-02, 6.58287185e-02, 1.09411734e-01,
        1.97774241e-01, 1.03949885e-01, 6.51276055e-02, 7.19497097e-02,
        2.90983801e-02, 1.47697538e-01, 6.98702533e-01, 6.91571531e-01,
        1.10208253e-01, 2.63042619e-01, 1.16146292e-01, 1.12015789e-01,
        1.11856344e-01, 2.62183048e-01, 1.37859815e-01, 6.25431261e-01,
        6.12546590e-01, 3.75738190e-01, 0.00000000e+00, 3.22739312e-01,
        6.19984802e-01, 5.54069302e-01, 1.42060747e-01, 1.00911344e-01],
       [6.42059256e-02, 2.83461675e-02, 6.42257406e-02, 9.77065053e-02,
        1.02823204e-01, 1.58539568e-01, 3.36878996e-02, 6.61315177e-02,
        7.97175154e-02, 6.91405598e-01, 1.17039652e-01, 6.71807619e-01,
        1.33093978e-01, 1.08631884e-01, 2.45450985e-01, 2.78325767e-01,
        1.19147092e-01, 1.15775681e-01, 6.35663804e-01, 1.26160291e-01,
        6.29027780e-01, 3.07576793e-01, 3.22739312e-01, 0.00000000e+00,
        1.90177535e-01, 5.40674696e-01, 5.66002727e-01, 3.34625591e-01],
       [6.66710376e-02, 2.83251685e-02, 6.45200797e-02, 5.50699795e-02,
        6.22253687e-02, 2.89183530e-02, 1.91638946e-01, 9.55875219e-02,
        1.14193233e-01, 1.19449527e-01, 2.49827828e-01, 1.25034153e-01,
        6.79053568e-01, 7.10515932e-01, 1.29221196e-01, 2.59561160e-01,
        1.16732639e-01, 1.11093515e-01, 6.51845035e-01, 1.41380666e-01,
        6.41008044e-01, 6.50207145e-01, 6.19984802e-01, 1.90177535e-01,
        0.00000000e+00, 3.08772239e-01, 3.82138630e-01, 5.18172475e-03],
       [6.49676705e-02, 6.50452271e-02, 2.86078081e-02, 3.56243256e-02,
        7.90699318e-02, 6.71073884e-02, 9.79426771e-02, 1.56788539e-01,
        1.02191420e-01, 1.08860610e-01, 1.33407381e-01, 2.44924132e-01,
        1.18832220e-01, 6.88261799e-01, 6.71058152e-01, 1.20024772e-01,
        2.81242633e-01, 1.15640265e-01, 6.34780370e-01, 6.31042233e-01,
        1.22558360e-01, 1.93101368e-01, 5.54069302e-01, 5.40674696e-01,
        3.08772239e-01, 0.00000000e+00, 3.20655670e-01, 3.32227434e-01],
       [3.06692756e-02, 6.55267100e-02, 6.74589489e-02, 6.35510346e-02,
        2.90168438e-02, 7.30802348e-02, 1.10113529e-01, 1.03365258e-01,
        1.94980970e-01, 2.62108906e-01, 1.11230674e-01, 1.16934826e-01,
        6.94245101e-01, 1.46422471e-01, 6.94953647e-01, 1.11599134e-01,
        1.12492165e-01, 2.60648864e-01, 1.37768269e-01, 6.18278506e-01,
        6.26377175e-01, 6.23764140e-01, 1.42060747e-01, 5.66002727e-01,
        3.82138630e-01, 3.20655670e-01, 0.00000000e+00, 8.25018954e-02],
       [3.28934352e-03, 3.35359864e-03, 3.15862789e-03, 6.16482044e-03,
        2.24202215e-03, 1.32736851e-03, 5.98441415e-03, 1.33702043e-03,
        2.53153976e-03, 3.61952226e-03, 6.01105596e-03, 9.39699576e-04,
        5.85512549e-03, 3.12252512e-03, 7.03498800e-04, 5.67861619e-03,
        6.04340929e-03, 3.44345515e-03, 6.98513322e-03, 1.79560401e-02,
        2.38192620e-02, 3.93543856e-03, 1.00911344e-01, 3.34625591e-01,
        5.18172475e-03, 3.32227434e-01, 8.25018954e-02, 0.00000000e+00]])}
{'bond-orders': array([[0.00000000e+00, 3.86774621e-01, 3.86798246e-01, 7.07043778e-01,
        2.08121980e-01, 6.94891152e-01, 7.06985052e-01, 6.94983518e-01,
        2.08450071e-01, 2.48175115e-01, 8.38510408e-02, 8.26760356e-02,
        8.35368710e-02, 2.48978271e-01, 8.25053593e-02, 5.34858278e-01,
        5.34816143e-01, 9.86548610e-02, 2.06052791e-01, 1.04661186e-01,
        1.04604284e-01, 6.66911210e-02, 3.01997141e-02, 6.42059256e-02,
        6.66710376e-02, 6.49676705e-02, 3.06692756e-02, 3.28934352e-03],
       [3.86774621e-01, 0.00000000e+00, 3.83479080e-01, 7.03045495e-01,
        7.05908144e-01, 2.11476701e-01, 2.18911638e-01, 6.98025119e-01,
        7.05294676e-01, 8.35823940e-02, 2.38753109e-01, 8.38663164e-02,
        7.97272894e-02, 8.17228810e-02, 2.47871521e-01, 9.68266729e-02,
        5.38680556e-01, 5.37285923e-01, 1.03493434e-01, 2.11079737e-01,
        1.04431007e-01, 6.42479997e-02, 6.75034328e-02, 2.83461675e-02,
        2.83251685e-02, 6.50452271e-02, 6.55267100e-02, 3.35359864e-03],
       [3.86798246e-01, 3.83479080e-01, 0.00000000e+00, 2.18934762e-01,
        7.05279432e-01, 6.97961542e-01, 7.02420146e-01, 2.12023932e-01,
        7.05882993e-01, 8.16647755e-02, 7.99155960e-02, 2.47407649e-01,
        2.37812826e-01, 8.37874889e-02, 8.39074970e-02, 5.39068594e-01,
        9.69553360e-02, 5.37508457e-01, 1.03637599e-01, 1.04480072e-01,
        2.11058895e-01, 2.83015781e-02, 6.58287185e-02, 6.42257406e-02,
        6.45200797e-02, 2.86078081e-02, 6.74589489e-02, 3.15862789e-03],
       [7.07043778e-01, 7.03045495e-01, 2.18934762e-01, 0.00000000e+00,
        3.83674151e-01, 3.81634208e-01, 7.12260918e-01, 2.23614621e-01,
        7.07112647e-01, 5.39956583e-01, 5.44862975e-01, 8.75995690e-02,
        2.37743971e-01, 8.85465047e-02, 8.27526044e-02, 7.57845363e-02,
        2.48995848e-01, 8.09212185e-02, 6.61011885e-02, 6.59708659e-02,
        2.65332227e-02, 1.93014547e-01, 1.09411734e-01, 9.77065053e-02,
        5.50699795e-02, 3.56243256e-02, 6.35510346e-02, 6.16482044e-03],
       [2.08121980e-01, 7.05908144e-01, 7.05279432e-01, 3.83674151e-01,
        0.00000000e+00, 3.77857210e-01, 7.06937316e-01, 7.03592128e-01,
        2.01490054e-01, 9.57574639e-02, 5.35527061e-01, 5.46430353e-01,
        8.79823612e-02, 2.44933969e-01, 8.52284286e-02, 7.99978173e-02,
        8.41603160e-02, 2.47511453e-01, 2.73570342e-02, 6.64891777e-02,
        6.46112972e-02, 1.12889450e-01, 1.97774241e-01, 1.02823204e-01,
        6.22253687e-02, 7.90699318e-02, 2.90168438e-02, 2.24202215e-03],
       [6.94891152e-01, 2.11476701e-01, 6.97961542e-01, 3.81634208e-01,
        3.77857210e-01, 0.00000000e+00, 2.22776858e-01, 7.28423774e-01,
        7.03096197e-01, 5.35065443e-01, 8.11341576e-02, 5.46379930e-01,
        9.67928166e-02, 7.96227300e-02, 2.37358297e-01, 2.39152658e-01,
        8.12609342e-02, 8.89098341e-02, 6.66302365e-02, 2.81715851e-02,
        7.03188862e-02, 9.52769353e-02, 1.03949885e-01, 1.58539568e-01,
        2.89183530e-02, 6.71073884e-02, 7.30802348e-02, 1.32736851e-03],
       [7.06985052e-01, 2.18911638e-01, 7.02420146e-01, 7.12260918e-01,
        7.06937316e-01, 2.22776858e-01, 0.00000000e+00, 3.81778627e-01,
        3.83834807e-01, 8.83439962e-02, 2.37695765e-01, 8.27097294e-02,
        5.44776432e-01, 5.41639399e-01, 8.81106416e-02, 2.48910556e-01,
        7.55634304e-02, 8.14563911e-02, 6.59915738e-02, 2.64075695e-02,
        6.65403018e-02, 5.51464895e-02, 6.51276055e-02, 3.36878996e-02,
        1.91638946e-01, 9.79426771e-02, 1.10113529e-01, 5.98441415e-03],
       [6.94983518e-01, 6.98025119e-01, 2.12023932e-01, 2.23614621e-01,
        7.03592128e-01, 7.28423774e-01, 3.81778627e-01, 0.00000000e+00,
        3.77490340e-01, 7.98207889e-02, 9.66970627e-02, 2.36842258e-01,
        8.13257096e-02, 5.34929955e-01, 5.46370311e-01, 8.14966223e-02,
        2.38614864e-01, 8.86768942e-02, 6.68241267e-02, 7.04901802e-02,
        2.85484476e-02, 2.96194885e-02, 7.19497097e-02, 6.61315177e-02,
        9.55875219e-02, 1.56788539e-01, 1.03365258e-01, 1.33702043e-03],
       [2.08450071e-01, 7.05294676e-01, 7.05882993e-01, 7.07112647e-01,
        2.01490054e-01, 7.03096197e-01, 3.83834807e-01, 3.77490340e-01,
        0.00000000e+00, 2.44445985e-01, 8.87485229e-02, 8.56824439e-02,
        5.35217924e-01, 9.44944678e-02, 5.46796959e-01, 8.43507423e-02,
        7.93234430e-02, 2.47822465e-01, 2.74025287e-02, 6.43782252e-02,
        6.68791538e-02, 6.21633781e-02, 2.90983801e-02, 7.97175154e-02,
        1.14193233e-01, 1.02191420e-01, 1.94980970e-01, 2.53153976e-03],
       [2.48175115e-01, 8.35823940e-02, 8.16647755e-02, 5.39956583e-01,
        9.57574639e-02, 5.35065443e-01, 8.83439962e-02, 7.98207889e-02,
        2.44445985e-01, 0.00000000e+00, 2.29395481e-01, 2.32775305e-01,
        3.18792697e-01, 6.46458370e-02, 3.12240549e-01, 3.19627807e-01,
        3.08390386e-01, 6.29467315e-02, 2.55139984e-01, 1.12011723e-01,
        1.06548907e-01, 7.10143361e-01, 1.47697538e-01, 6.91405598e-01,
        1.19449527e-01, 1.08860610e-01, 2.62108906e-01, 3.61952226e-03],
       [8.38510408e-02, 2.38753109e-01, 7.99155960e-02, 5.44862975e-01,
        5.35527061e-01, 8.11341576e-02, 2.37695765e-01, 9.66970627e-02,
        8.87485229e-02, 2.29395481e-01, 0.00000000e+00, 2.16580744e-01,
        3.11425335e-01, 3.19068515e-01, 9.07967181e-02, 6.38167188e-02,
        2.96040923e-01, 3.03074022e-01, 1.11609499e-01, 2.53419964e-01,
        1.14189278e-01, 6.78829300e-01, 6.98702533e-01, 1.17039652e-01,
        2.49827828e-01, 1.33407381e-01, 1.11230674e-01, 6.01105596e-03],
       [8.26760356e-02, 8.38663164e-02, 2.47407649e-01, 8.75995690e-02,
        5.46430353e-01, 5.46379930e-01, 8.27097294e-02, 2.36842258e-01,
        8.56824439e-02, 2.32775305e-01, 2.16580744e-01, 0.00000000e+00,
        9.26516288e-02, 3.12283377e-01, 3.11370391e-01, 3.18991525e-01,
        6.89642915e-02, 3.15940410e-01, 1.09750566e-01, 1.18535382e-01,
        2.64640975e-01, 1.27659073e-01, 6.91571531e-01, 6.71807619e-01,
        1.25034153e-01, 2.44924132e-01, 1.16934826e-01, 9.39699576e-04],
       [8.35368710e-02, 7.97272894e-02, 2.37812826e-01, 2.37743971e-01,
        8.79823612e-02, 9.67928166e-02, 5.44776432e-01, 8.13257096e-02,
        5.35217924e-01, 3.18792697e-01, 3.11425335e-01, 9.26516288e-02,
        0.00000000e+00, 2.27040688e-01, 2.16219449e-01, 2.95273974e-01,
        6.40652049e-02, 3.02036435e-01, 1.12009347e-01, 1.14670355e-01,
        2.54664239e-01, 2.50414295e-01, 1.10208253e-01, 1.33093978e-01,
        6.79053568e-01, 1.18832220e-01, 6.94245101e-01, 5.85512549e-03],
       [2.48978271e-01, 8.17228810e-02, 8.37874889e-02, 8.85465047e-02,
        2.44933969e-01, 7.96227300e-02, 5.41639399e-01, 5.34929955e-01,
        9.44944678e-02, 6.46458370e-02, 3.19068515e-01, 3.12283377e-01,
        2.27040688e-01, 0.00000000e+00, 2.34291060e-01, 3.09057840e-01,
        3.19605499e-01, 6.35777389e-02, 2.55707695e-01, 1.06003117e-01,
        1.11501541e-01, 1.19964593e-01, 2.63042619e-01, 1.08631884e-01,
        7.10515932e-01, 6.88261799e-01, 1.46422471e-01, 3.12252512e-03],
       [8.25053593e-02, 2.47871521e-01, 8.39074970e-02, 8.27526044e-02,
        8.52284286e-02, 2.37358297e-01, 8.81106416e-02, 5.46370311e-01,
        5.46796959e-01, 3.12240549e-01, 9.07967181e-02, 3.11370391e-01,
        2.16219449e-01, 2.34291060e-01, 0.00000000e+00, 6.89859858e-02,
        3.18607754e-01, 3.15956788e-01, 1.08975933e-01, 2.64006505e-01,
        1.19049810e-01, 1.25910312e-01, 1.16146292e-01, 2.45450985e-01,
        1.29221196e-01, 6.71058152e-01, 6.94953647e-01, 7.03498800e-04],
       [5.34858278e-01, 9.68266729e-02, 5.39068594e-01, 7.57845363e-02,
        7.99978173e-02, 2.39152658e-01, 2.48910556e-01, 8.14966223e-02,
        8.43507423e-02, 3.19627807e-01, 6.38167188e-02, 3.18991525e-01,
        2.95273974e-01, 3.09057840e-01, 6.89859858e-02, 0.00000000e+00,
        2.20641167e-01, 2.25629456e-01, 6.89455659e-01, 1.58153433e-01,
        6.93783446e-01, 1.16902170e-01, 1.12015789e-01, 2.78325767e-01,
        2.59561160e-01, 1.20024772e-01, 1.11599134e-01, 5.67861619e-03],
       [5.34816143e-01, 5.38680556e-01, 9.69553360e-02, 2.48995848e-01,
        8.41603160e-02, 8.12609342e-02, 7.55634304e-02, 2.38614864e-01,
        7.93234430e-02, 3.08390386e-01, 2.96040923e-01, 6.89642915e-02,
        6.40652049e-02, 3.19605499e-01, 3.18607754e-01, 2.20641167e-01,
        0.00000000e+00, 2.25300593e-01, 6.88792252e-01, 6.93932740e-01,
        1.59199791e-01, 2.59413740e-01, 1.11856344e-01, 1.19147092e-01,
        1.16732639e-01, 2.81242633e-01, 1.12492165e-01, 6.04340929e-03],
       [9.86548610e-02, 5.37285923e-01, 5.37508457e-01, 8.09212185e-02,
        2.47511453e-01, 8.89098341e-02, 8.14563911e-02, 8.86768942e-02,
        2.47822465e-01, 6.29467315e-02, 3.03074022e-01, 3.15940410e-01,
        3.02036435e-01, 6.35777389e-02, 3.15956788e-01, 2.25629456e-01,
        2.25300593e-01, 0.00000000e+00, 1.52596887e-01, 6.96482932e-01,
        6.95944500e-01, 1.11418367e-01, 2.62183048e-01, 1.15775681e-01,
        1.11093515e-01, 1.15640265e-01, 2.60648864e-01, 3.44345515e-03],
       [2.06052791e-01, 1.03493434e-01, 1.03637599e-01, 6.61011885e-02,
        2.73570342e-02, 6.66302365e-02, 6.59915738e-02, 6.68241267e-02,
        2.74025287e-02, 2.55139984e-01, 1.11609499e-01, 1.09750566e-01,
        1.12009347e-01, 2.55707695e-01, 1.08975933e-01, 6.89455659e-01,
        6.88792252e-01, 1.52596887e-01, 0.00000000e+00, 3.67276371e-01,
        3.66970206e-01, 6.52702913e-01, 1.37859815e-01, 6.35663804e-01,
        6.51845035e-01, 6.34780370e-01, 1.37768269e-01, 6.98513322e-03],
       [1.04661186e-01, 2.11079737e-01, 1.04480072e-01, 6.59708659e-02,
        6.64891777e-02, 2.81715851e-02, 2.64075695e-02, 7.04901802e-02,
        6.43782252e-02, 1.12011723e-01, 2.53419964e-01, 1.18535382e-01,
        1.14670355e-01, 1.06003117e-01, 2.64006505e-01, 1.58153433e-01,
        6.93932740e-01, 6.96482932e-01, 3.67276371e-01, 0.00000000e+00,
        3.67530402e-01, 6.43658940e-01, 6.25431261e-01, 1.26160291e-01,
        1.41380666e-01, 6.31042233e-01, 6.18278506e-01, 1.79560401e-02],
       [1.04604284e-01, 1.04431007e-01, 2.11058895e-01, 2.65332227e-02,
        6.46112972e-02, 7.03188862e-02, 6.65403018e-02, 2.85484476e-02,
        6.68791538e-02, 1.06548907e-01, 1.14189278e-01, 2.64640975e-01,
        2.54664239e-01, 1.11501541e-01, 1.19049810e-01, 6.93783446e-01,
        1.59199791e-01, 6.95944500e-01, 3.66970206e-01, 3.67530402e-01,
        0.00000000e+00, 1.40969313e-01, 6.12546590e-01, 6.29027780e-01,
        6.41008044e-01, 1.22558360e-01, 6.26377175e-01, 2.38192620e-02],
       [6.66911210e-02, 6.42479997e-02, 2.83015781e-02, 1.93014547e-01,
        1.12889450e-01, 9.52769353e-02, 5.51464895e-02, 2.96194885e-02,
        6.21633781e-02, 7.10143361e-01, 6.78829300e-01, 1.27659073e-01,
        2.50414295e-01, 1.19964593e-01, 1.25910312e-01, 1.16902170e-01,
        2.59413740e-01, 1.11418367e-01, 6.52702913e-01, 6.43658940e-01,
        1.40969313e-01, 0.00000000e+00, 3.75738190e-01, 3.07576793e-01,
        6.50207145e-01, 1.93101368e-01, 6.23764140e-01, 3.93543856e-03],
       [3.01997141e-02, 6.75034328e-02, 6.58287185e-02, 1.09411734e-01,
        1.97774241e-01, 1.03949885e-01, 6.51276055e-02, 7.19497097e-02,
        2.90983801e-02, 1.47697538e-01, 6.98702533e-01, 6.91571531e-01,
        1.10208253e-01, 2.63042619e-01, 1.16146292e-01, 1.12015789e-01,
        1.11856344e-01, 2.62183048e-01, 1.37859815e-01, 6.25431261e-01,
        6.12546590e-01, 3.75738190e-01, 0.00000000e+00, 3.22739312e-01,
        6.19984802e-01, 5.54069302e-01, 1.42060747e-01, 1.00911344e-01],
       [6.42059256e-02, 2.83461675e-02, 6.42257406e-02, 9.77065053e-02,
        1.02823204e-01, 1.58539568e-01, 3.36878996e-02, 6.61315177e-02,
        7.97175154e-02, 6.91405598e-01, 1.17039652e-01, 6.71807619e-01,
        1.33093978e-01, 1.08631884e-01, 2.45450985e-01, 2.78325767e-01,
        1.19147092e-01, 1.15775681e-01, 6.35663804e-01, 1.26160291e-01,
        6.29027780e-01, 3.07576793e-01, 3.22739312e-01, 0.00000000e+00,
        1.90177535e-01, 5.40674696e-01, 5.66002727e-01, 3.34625591e-01],
       [6.66710376e-02, 2.83251685e-02, 6.45200797e-02, 5.50699795e-02,
        6.22253687e-02, 2.89183530e-02, 1.91638946e-01, 9.55875219e-02,
        1.14193233e-01, 1.19449527e-01, 2.49827828e-01, 1.25034153e-01,
        6.79053568e-01, 7.10515932e-01, 1.29221196e-01, 2.59561160e-01,
        1.16732639e-01, 1.11093515e-01, 6.51845035e-01, 1.41380666e-01,
        6.41008044e-01, 6.50207145e-01, 6.19984802e-01, 1.90177535e-01,
        0.00000000e+00, 3.08772239e-01, 3.82138630e-01, 5.18172475e-03],
       [6.49676705e-02, 6.50452271e-02, 2.86078081e-02, 3.56243256e-02,
        7.90699318e-02, 6.71073884e-02, 9.79426771e-02, 1.56788539e-01,
        1.02191420e-01, 1.08860610e-01, 1.33407381e-01, 2.44924132e-01,
        1.18832220e-01, 6.88261799e-01, 6.71058152e-01, 1.20024772e-01,
        2.81242633e-01, 1.15640265e-01, 6.34780370e-01, 6.31042233e-01,
        1.22558360e-01, 1.93101368e-01, 5.54069302e-01, 5.40674696e-01,
        3.08772239e-01, 0.00000000e+00, 3.20655670e-01, 3.32227434e-01],
       [3.06692756e-02, 6.55267100e-02, 6.74589489e-02, 6.35510346e-02,
        2.90168438e-02, 7.30802348e-02, 1.10113529e-01, 1.03365258e-01,
        1.94980970e-01, 2.62108906e-01, 1.11230674e-01, 1.16934826e-01,
        6.94245101e-01, 1.46422471e-01, 6.94953647e-01, 1.11599134e-01,
        1.12492165e-01, 2.60648864e-01, 1.37768269e-01, 6.18278506e-01,
