Python path: /home/lekia.p/miniforge3/envs/pynta_fairchem38/bin/python
Conda environment: pynta_fairchem38
ASE version: 3.23.0
2025-07-09 10:57:30,596 INFO Hostname/IP lookup (this will take a few seconds)
2025-07-09 10:57:30,597 INFO Launching Rocket
2025-07-09 10:57:33,178 INFO RUNNING fw_id: 10 in directory: /work/westgroup/lekia.p/pynta/Fe/block_2025-07-09-11-18-07-205805/launcher_2025-07-09-14-57-20-125557
2025-07-09 10:57:33,225 INFO Task started: {{pynta.tasks.MolecularAdsorbateEstimate}}.
initial geometries
4
------------------------------------------------------------
  cycle        total energy    energy error   density error
        0.03332364, 0.04201959, 0.00446936],
       [0.71589398, 0.16314534, 0.71510303, 0.71428416, 0.71102357,
        0.16036639, 0.        , 0.35460643, 0.358331  , 0.06884834,
        0.19757125, 0.06840041, 0.48132679, 0.46748825, 0.04057548,
        0.20084437, 0.0670734 , 0.06169439, 0.03986862, 0.02401132,
        0.04031196, 0.04130545, 0.03095129, 0.02680813, 0.08866626,
        0.07786612, 0.09273319, 0.01015479],
       [0.71550518, 0.71901341, 0.16433866, 0.16007868, 0.72096855,
        0.72090014, 0.35460643, 0.        , 0.35170539, 0.0636253 ,
        0.06258755, 0.19973757, 0.03930575, 0.49032562, 0.47516709,
        0.06492503, 0.19582628, 0.06567129, 0.04351481, 0.0372925 ,
        0.02366296, 0.02495799, 0.04139867, 0.03270836, 0.0963214 ,
        0.06405905, 0.09421898, 0.00472334],
       [0.16326118, 0.71834204, 0.70624002, 0.709726  , 0.16435785,
        0.71983883, 0.358331  , 0.35170539, 0.        , 0.19649243,
        0.06467229, 0.06256521, 0.47606609, 0.03520356, 0.50600984,
        0.06025217, 0.06274791, 0.20018422, 0.02643524, 0.04823744,
        0.04334994, 0.03734031, 0.02151519, 0.0342477 , 0.09393674,
        0.09646971, 0.0688963 , 0.00657672],
       [0.20000608, 0.06894952, 0.06364618, 0.46980903, 0.0349428 ,
        0.48906247, 0.06884834, 0.0636253 , 0.19649243, 0.        ,
        0.21525512, 0.22609149, 0.30619718, 0.06262334, 0.30446118,
        0.32019925, 0.29858068, 0.06503382, 0.25405353, 0.10524619,
        0.0826773 , 0.62458763, 0.06882472, 0.62060535, 0.09805731,
        0.07772277, 0.23637802, 0.03225296],
       [0.06838986, 0.19395867, 0.06492032, 0.48465953, 0.47591409,
        0.03932431, 0.19757125, 0.06258755, 0.06467229, 0.21525512,
        0.        , 0.2134987 , 0.29772632, 0.3095145 , 0.07122635,
        0.0676015 , 0.29374921, 0.29818521, 0.0864087 , 0.23151488,
        0.08673782, 0.62554675, 0.66161646, 0.05581624, 0.24416752,
        0.08010457, 0.09840537, 0.01852232],
       [0.06271443, 0.06706401, 0.20390292, 0.04009921, 0.50014568,
        0.47452249, 0.06840041, 0.19973757, 0.06256521, 0.22609149,
        0.2134987 , 0.        , 0.07221008, 0.3042624 , 0.2944396 ,
        0.3076149 , 0.06261679, 0.30255213, 0.07980673, 0.09412263,
        0.2324566 , 0.06265611, 0.61776389, 0.62824651, 0.11129603,
        0.22106948, 0.08800215, 0.02374536],
       [0.06847377, 0.06469536, 0.19489198, 0.19728652, 0.06604066,
        0.06245476, 0.48132679, 0.03930575, 0.47606609, 0.30619718,
        0.29772632, 0.07221008, 0.        , 0.21901933, 0.21615373,
        0.29425455, 0.06739021, 0.29901984, 0.087762  , 0.08721257,
        0.23362616, 0.24234764, 0.09948875, 0.0786168 , 0.62456716,
        0.0587345 , 0.66207525, 0.02118775],
       [0.20029868, 0.06387745, 0.06876827, 0.07044224, 0.19621895,
        0.06374083, 0.46748825, 0.49032562, 0.03520356, 0.06262334,
        0.3095145 , 0.3042624 , 0.21901933, 0.        , 0.22667708,
        0.30091744, 0.32135438, 0.06386021, 0.2540181 , 0.08128097,
        0.10631004, 0.09660339, 0.23301989, 0.0791104 , 0.62727615,
        0.61313849, 0.07118293, 0.03340045],
       [0.06371664, 0.20435808, 0.06649176, 0.06829945, 0.06310445,
        0.20088046, 0.04057548, 0.47516709, 0.50600984, 0.30446118,
        0.07122635, 0.2944396 , 0.21615373, 0.22667708, 0.        ,
        0.06359979, 0.30840751, 0.30517534, 0.0792948 , 0.22897099,
        0.09365419, 0.11048759, 0.09031634, 0.21773316, 0.06425659,
        0.61758274, 0.61230388, 0.02643779],
       [0.47803543, 0.03939361, 0.47468458, 0.0659534 , 0.06286132,
        0.19681967, 0.20084437, 0.06492503, 0.06025217, 0.32019925,
        0.0676015 , 0.3076149 , 0.29425455, 0.30091744, 0.06359979,
        0.        , 0.2135741 , 0.20924389, 0.62754563, 0.06673746,
        0.62543768, 0.09866999, 0.09141233, 0.24089421, 0.23609394,
        0.09101372, 0.08465427, 0.01508276],
       [0.47664104, 0.47430698, 0.03964801, 0.19942848, 0.05965974,
        0.06597274, 0.0670734 , 0.19582628, 0.06274791, 0.29858068,
        0.29374921, 0.06261679, 0.06739021, 0.32135438, 0.30840751,
        0.2135741 , 0.        , 0.20839141, 0.62738709, 0.62727919,
        0.06602748, 0.23693874, 0.08377878, 0.0884682 , 0.1000261 ,
        0.24318074, 0.09377553, 0.01405376],
       [0.03902798, 0.47661688, 0.47597091, 0.06187977, 0.20089062,
        0.06583575, 0.06169439, 0.06567129, 0.20018422, 0.06503382,
        0.29818521, 0.30255213, 0.29901984, 0.06386021, 0.30517534,
        0.20924389, 0.20839141, 0.        , 0.06382003, 0.63322649,
        0.63005336, 0.09414707, 0.24630142, 0.09562226, 0.09377112,
        0.09606334, 0.24891375, 0.01416871],
       [0.09254888, 0.09628406, 0.0972631 , 0.04039122, 0.02643082,
        0.04412234, 0.03986862, 0.04351481, 0.02643524, 0.25405353,
        0.0864087 , 0.07980673, 0.087762  , 0.2540181 , 0.0792948 ,
        0.62754563, 0.62738709, 0.06382003, 0.        , 0.3352939 ,
        0.33546137, 0.63820303, 0.1218372 , 0.56454943, 0.64067584,
        0.56143941, 0.1190165 , 0.04043739],
       [0.08741715, 0.09331797, 0.09201462, 0.0405731 , 0.04332892,
        0.02372163, 0.02401132, 0.0372925 , 0.04823744, 0.10524619,
        0.23151488, 0.09412263, 0.08721257, 0.08128097, 0.22897099,
        0.06673746, 0.62727919, 0.63322649, 0.3352939 , 0.        ,
        0.3234064 , 0.65814986, 0.59056692, 0.07812989, 0.13914193,
        0.52127068, 0.59344249, 0.06367752],
       [0.08877887, 0.09212834, 0.09158867, 0.02411309, 0.04754735,
        0.03776195, 0.04031196, 0.02366296, 0.04334994, 0.0826773 ,
        0.08673782, 0.2324566 , 0.23362616, 0.10631004, 0.09365419,
        0.62543768, 0.06602748, 0.63005336, 0.33546137, 0.3234064 ,
        0.        , 0.1394152 , 0.602118  , 0.54298036, 0.66217483,
        0.0792012 , 0.59086269, 0.05111502],
       [0.03944414, 0.03870021, 0.02523245, 0.08576812, 0.09317436,
        0.0940892 , 0.04130545, 0.02495799, 0.03734031, 0.62458763,
        0.62554675, 0.06265611, 0.24234764, 0.09660339, 0.11048759,
        0.09866999, 0.23693874, 0.09414707, 0.63820303, 0.65814986,
        0.1394152 , 0.        , 0.31441501, 0.27804628, 0.6471989 ,
        0.11815086, 0.60906915, 0.02694597],
       [0.02641385, 0.04539929, 0.03668179, 0.09302622, 0.06986733,
        0.09191245, 0.03095129, 0.04139867, 0.02151519, 0.06882472,
        0.66161646, 0.61776389, 0.09948875, 0.23301989, 0.09031634,
        0.09141233, 0.08377878, 0.24630142, 0.1218372 , 0.59056692,
        0.602118  , 0.31441501, 0.        , 0.27878434, 0.61384427,
        0.4439025 , 0.1378033 , 0.18967825],
       [0.04147066, 0.02760554, 0.03533712, 0.07965727, 0.09546409,
        0.06528993, 0.02680813, 0.03270836, 0.0342477 , 0.62060535,
        0.05581624, 0.62824651, 0.0786168 , 0.0791104 , 0.21773316,
        0.24089421, 0.0884682 , 0.09562226, 0.56454943, 0.07812989,
        0.54298036, 0.27804628, 0.27878434, 0.        , 0.12030385,
        0.3420584 , 0.42152418, 0.80475948],
       [0.03806851, 0.0250993 , 0.03794098, 0.04197397, 0.03784533,
        0.02617614, 0.08866626, 0.0963214 , 0.09393674, 0.09805731,
        0.24416752, 0.11129603, 0.62456716, 0.62727615, 0.06425659,
        0.23609394, 0.1000261 , 0.09377112, 0.64067584, 0.13914193,
        0.66217483, 0.6471989 , 0.61384427, 0.12030385, 0.        ,
        0.27750719, 0.3056528 , 0.02403915],
       [0.03987415, 0.03517783, 0.02774045, 0.02577617, 0.03274947,
        0.03332364, 0.07786612, 0.06405905, 0.09646971, 0.07772277,
        0.08010457, 0.22106948, 0.0587345 , 0.61313849, 0.61758274,
        0.09101372, 0.24318074, 0.09606334, 0.56143941, 0.52127068,
        0.0792012 , 0.11815086, 0.4439025 , 0.3420584 , 0.27750719,
        0.        , 0.27890439, 0.81968453],
       [0.02595084, 0.03730141, 0.04397654, 0.03150775, 0.0211236 ,
        0.04201959, 0.09273319, 0.09421898, 0.0688963 , 0.23637802,
        0.09840537, 0.08800215, 0.66207525, 0.07118293, 0.61230388,
        0.08465427, 0.09377553, 0.24891375, 0.1190165 , 0.59344249,
        0.59086269, 0.60906915, 0.1378033 , 0.42152418, 0.3056528 ,
        0.27890439, 0.        , 0.23401603],
       [0.00278276, 0.00375707, 0.00377804, 0.00970851, 0.00704739,
        0.00446936, 0.01015479, 0.00472334, 0.00657672, 0.03225296,
        0.01852232, 0.02374536, 0.02118775, 0.03340045, 0.02643779,
        0.01508276, 0.01405376, 0.01416871, 0.04043739, 0.06367752,
        0.05111502, 0.02694597, 0.18967825, 0.80475948, 0.02403915,
        0.81968453, 0.23401603, 0.        ]]), 'molecular-dipole': array([-0.08481541, -0.34048077, -0.27883034])}
{'bond-orders': array([[0.        , 0.34887289, 0.34879265, 0.71692241, 0.16425145,
        0.71674374, 0.71589398, 0.71550518, 0.16326118, 0.20000608,
        0.06838986, 0.06271443, 0.06847377, 0.20029868, 0.06371664,
        0.47803543, 0.47664104, 0.03902798, 0.09254888, 0.08741715,
        0.08877887, 0.03944414, 0.02641385, 0.04147066, 0.03806851,
        0.03987415, 0.02595084, 0.00278276],
       [0.34887289, 0.        , 0.3583208 , 0.7144018 , 0.70745884,
        0.16425444, 0.16314534, 0.71901341, 0.71834204, 0.06894952,
        0.19395867, 0.06706401, 0.06469536, 0.06387745, 0.20435808,
        0.03939361, 0.47430698, 0.47661688, 0.09628406, 0.09331797,
        0.09212834, 0.03870021, 0.04539929, 0.02760554, 0.0250993 ,
        0.03517783, 0.03730141, 0.00375707],
       [0.34879265, 0.3583208 , 0.        , 0.16302622, 0.71791383,
        0.71823998, 0.71510303, 0.16433866, 0.70624002, 0.06364618,
        0.06492032, 0.20390292, 0.19489198, 0.06876827, 0.06649176,
        0.47468458, 0.03964801, 0.47597091, 0.0972631 , 0.09201462,
        0.09158867, 0.02523245, 0.03668179, 0.03533712, 0.03794098,
        0.02774045, 0.04397654, 0.00377804],
       [0.71692241, 0.7144018 , 0.16302622, 0.        , 0.35758653,
        0.35499238, 0.71428416, 0.16007868, 0.709726  , 0.46980903,
        0.48465953, 0.04009921, 0.19728652, 0.07044224, 0.06829945,
        0.0659534 , 0.19942848, 0.06187977, 0.04039122, 0.0405731 ,
        0.02411309, 0.08576812, 0.09302622, 0.07965727, 0.04197397,
        0.02577617, 0.03150775, 0.00970851],
       [0.16425145, 0.70745884, 0.71791383, 0.35758653, 0.        ,
        0.35291778, 0.71102357, 0.72096855, 0.16435785, 0.0349428 ,
        0.47591409, 0.50014568, 0.06604066, 0.19621895, 0.06310445,
        0.06286132, 0.05965974, 0.20089062, 0.02643082, 0.04332892,
        0.04754735, 0.09317436, 0.06986733, 0.09546409, 0.03784533,
        0.03274947, 0.0211236 , 0.00704739],
       [0.71674374, 0.16425444, 0.71823998, 0.35499238, 0.35291778,
        0.        , 0.16036639, 0.72090014, 0.71983883, 0.48906247,
        0.03932431, 0.47452249, 0.06245476, 0.06374083, 0.20088046,
        0.19681967, 0.06597274, 0.06583575, 0.04412234, 0.02372163,
        0.03776195, 0.0940892 , 0.09191245, 0.06528993, 0.02617614,
        0.03332364, 0.04201959, 0.00446936],
       [0.71589398, 0.16314534, 0.71510303, 0.71428416, 0.71102357,
        0.16036639, 0.        , 0.35460643, 0.358331  , 0.06884834,
        0.19757125, 0.06840041, 0.48132679, 0.46748825, 0.04057548,
        0.20084437, 0.0670734 , 0.06169439, 0.03986862, 0.02401132,
        0.04031196, 0.04130545, 0.03095129, 0.02680813, 0.08866626,
        0.07786612, 0.09273319, 0.01015479],
       [0.71550518, 0.71901341, 0.16433866, 0.16007868, 0.72096855,
        0.72090014, 0.35460643, 0.        , 0.35170539, 0.0636253 ,
        0.06258755, 0.19973757, 0.03930575, 0.49032562, 0.47516709,
        0.06492503, 0.19582628, 0.06567129, 0.04351481, 0.0372925 ,
        0.02366296, 0.02495799, 0.04139867, 0.03270836, 0.0963214 ,
        0.06405905, 0.09421898, 0.00472334],
       [0.16326118, 0.71834204, 0.70624002, 0.709726  , 0.16435785,
        0.71983883, 0.358331  , 0.35170539, 0.        , 0.19649243,
        0.06467229, 0.06256521, 0.47606609, 0.03520356, 0.50600984,
        0.06025217, 0.06274791, 0.20018422, 0.02643524, 0.04823744,
        0.04334994, 0.03734031, 0.02151519, 0.0342477 , 0.09393674,
        0.09646971, 0.0688963 , 0.00657672],
       [0.20000608, 0.06894952, 0.06364618, 0.46980903, 0.0349428 ,
        0.48906247, 0.06884834, 0.0636253 , 0.19649243, 0.        ,
        0.21525512, 0.22609149, 0.30619718, 0.06262334, 0.30446118,
        0.32019925, 0.29858068, 0.06503382, 0.25405353, 0.10524619,
        0.0826773 , 0.62458763, 0.06882472, 0.62060535, 0.09805731,
        0.07772277, 0.23637802, 0.03225296],
       [0.06838986, 0.19395867, 0.06492032, 0.48465953, 0.47591409,
        0.03932431, 0.19757125, 0.06258755, 0.06467229, 0.21525512,
        0.        , 0.2134987 , 0.29772632, 0.3095145 , 0.07122635,
        0.0676015 , 0.29374921, 0.29818521, 0.0864087 , 0.23151488,
        0.08673782, 0.62554675, 0.66161646, 0.05581624, 0.24416752,
        0.08010457, 0.09840537, 0.01852232],
       [0.06271443, 0.06706401, 0.20390292, 0.04009921, 0.50014568,
        0.47452249, 0.06840041, 0.19973757, 0.06256521, 0.22609149,
        0.2134987 , 0.        , 0.07221008, 0.3042624 , 0.2944396 ,
        0.3076149 , 0.06261679, 0.30255213, 0.07980673, 0.09412263,
        0.2324566 , 0.06265611, 0.61776389, 0.62824651, 0.11129603,
        0.22106948, 0.08800215, 0.02374536],
       [0.06847377, 0.06469536, 0.19489198, 0.19728652, 0.06604066,
        0.06245476, 0.48132679, 0.03930575, 0.47606609, 0.30619718,
        0.29772632, 0.07221008, 0.        , 0.21901933, 0.21615373,
        0.29425455, 0.06739021, 0.29901984, 0.087762  , 0.08721257,
        0.23362616, 0.24234764, 0.09948875, 0.0786168 , 0.62456716,
        0.0587345 , 0.66207525, 0.02118775],
       [0.20029868, 0.06387745, 0.06876827, 0.07044224, 0.19621895,
        0.06374083, 0.46748825, 0.49032562, 0.03520356, 0.06262334,
        0.3095145 , 0.3042624 , 0.21901933, 0.        , 0.22667708,
        0.30091744, 0.32135438, 0.06386021, 0.2540181 , 0.08128097,
        0.10631004, 0.09660339, 0.23301989, 0.0791104 , 0.62727615,
        0.61313849, 0.07118293, 0.03340045],
       [0.06371664, 0.20435808, 0.06649176, 0.06829945, 0.06310445,
        0.20088046, 0.04057548, 0.47516709, 0.50600984, 0.30446118,
        0.07122635, 0.2944396 , 0.21615373, 0.22667708, 0.        ,
        0.06359979, 0.30840751, 0.30517534, 0.0792948 , 0.22897099,
        0.09365419, 0.11048759, 0.09031634, 0.21773316, 0.06425659,
        0.61758274, 0.61230388, 0.02643779],
       [0.47803543, 0.03939361, 0.47468458, 0.0659534 , 0.06286132,
        0.19681967, 0.20084437, 0.06492503, 0.06025217, 0.32019925,
        0.0676015 , 0.3076149 , 0.29425455, 0.30091744, 0.06359979,
        0.        , 0.2135741 , 0.20924389, 0.62754563, 0.06673746,
        0.62543768, 0.09866999, 0.09141233, 0.24089421, 0.23609394,
        0.09101372, 0.08465427, 0.01508276],
       [0.47664104, 0.47430698, 0.03964801, 0.19942848, 0.05965974,
        0.06597274, 0.0670734 , 0.19582628, 0.06274791, 0.29858068,
        0.29374921, 0.06261679, 0.06739021, 0.32135438, 0.30840751,
        0.2135741 , 0.        , 0.20839141, 0.62738709, 0.62727919,
        0.06602748, 0.23693874, 0.08377878, 0.0884682 , 0.1000261 ,
        0.24318074, 0.09377553, 0.01405376],
       [0.03902798, 0.47661688, 0.47597091, 0.06187977, 0.20089062,
        0.06583575, 0.06169439, 0.06567129, 0.20018422, 0.06503382,
        0.29818521, 0.30255213, 0.29901984, 0.06386021, 0.30517534,
        0.20924389, 0.20839141, 0.        , 0.06382003, 0.63322649,
        0.63005336, 0.09414707, 0.24630142, 0.09562226, 0.09377112,
        0.09606334, 0.24891375, 0.01416871],
       [0.09254888, 0.09628406, 0.0972631 , 0.04039122, 0.02643082,
        0.04412234, 0.03986862, 0.04351481, 0.02643524, 0.25405353,
        0.0864087 , 0.07980673, 0.087762  , 0.2540181 , 0.0792948 ,
        0.62754563, 0.62738709, 0.06382003, 0.        , 0.3352939 ,
        0.33546137, 0.63820303, 0.1218372 , 0.56454943, 0.64067584,
        0.56143941, 0.1190165 , 0.04043739],
       [0.08741715, 0.09331797, 0.09201462, 0.0405731 , 0.04332892,
        0.02372163, 0.02401132, 0.0372925 , 0.04823744, 0.10524619,
        0.23151488, 0.09412263, 0.08721257, 0.08128097, 0.22897099,
        0.06673746, 0.62727919, 0.63322649, 0.3352939 , 0.        ,
        0.3234064 , 0.65814986, 0.59056692, 0.07812989, 0.13914193,
        0.52127068, 0.59344249, 0.06367752],
       [0.08877887, 0.09212834, 0.09158867, 0.02411309, 0.04754735,
        0.03776195, 0.04031196, 0.02366296, 0.04334994, 0.0826773 ,
        0.08673782, 0.2324566 , 0.23362616, 0.10631004, 0.09365419,
        0.62543768, 0.06602748, 0.63005336, 0.33546137, 0.3234064 ,
        0.        , 0.1394152 , 0.602118  , 0.54298036, 0.66217483,
        0.0792012 , 0.59086269, 0.05111502],
       [0.03944414, 0.03870021, 0.02523245, 0.08576812, 0.09317436,
        0.0940892 , 0.04130545, 0.02495799, 0.03734031, 0.62458763,
        0.62554675, 0.06265611, 0.24234764, 0.09660339, 0.11048759,
        0.09866999, 0.23693874, 0.09414707, 0.63820303, 0.65814986,
        0.1394152 , 0.        , 0.31441501, 0.27804628, 0.6471989 ,
        0.11815086, 0.60906915, 0.02694597],
       [0.02641385, 0.04539929, 0.03668179, 0.09302622, 0.06986733,
        0.09191245, 0.03095129, 0.04139867, 0.02151519, 0.06882472,
        0.66161646, 0.61776389, 0.09948875, 0.23301989, 0.09031634,
        0.09141233, 0.08377878, 0.24630142, 0.1218372 , 0.59056692,
        0.602118  , 0.31441501, 0.        , 0.27878434, 0.61384427,
        0.4439025 , 0.1378033 , 0.18967825],
       [0.04147066, 0.02760554, 0.03533712, 0.07965727, 0.09546409,
        0.06528993, 0.02680813, 0.03270836, 0.0342477 , 0.62060535,
        0.05581624, 0.62824651, 0.0786168 , 0.0791104 , 0.21773316,
        0.24089421, 0.0884682 , 0.09562226, 0.56454943, 0.07812989,
        0.54298036, 0.27804628, 0.27878434, 0.        , 0.12030385,
        0.3420584 , 0.42152418, 0.80475948],
       [0.03806851, 0.0250993 , 0.03794098, 0.04197397, 0.03784533,
        0.02617614, 0.08866626, 0.0963214 , 0.09393674, 0.09805731,
        0.24416752, 0.11129603, 0.62456716, 0.62727615, 0.06425659,
        0.23609394, 0.1000261 , 0.09377112, 0.64067584, 0.13914193,
        0.66217483, 0.6471989 , 0.61384427, 0.12030385, 0.        ,
        0.27750719, 0.3056528 , 0.02403915],
       [0.03987415, 0.03517783, 0.02774045, 0.02577617, 0.03274947,
        0.03332364, 0.07786612, 0.06405905, 0.09646971, 0.07772277,
        0.08010457, 0.22106948, 0.0587345 , 0.61313849, 0.61758274,
        0.09101372, 0.24318074, 0.09606334, 0.56143941, 0.52127068,
        0.0792012 , 0.11815086, 0.4439025 , 0.3420584 , 0.27750719,
        0.        , 0.27890439, 0.81968453],
       [0.02595084, 0.03730141, 0.04397654, 0.03150775, 0.0211236 ,
        0.04201959, 0.09273319, 0.09421898, 0.0688963 , 0.23637802,
        0.09840537, 0.08800215, 0.66207525, 0.07118293, 0.61230388,
        0.08465427, 0.09377553, 0.24891375, 0.1190165 , 0.59344249,
        0.59086269, 0.60906915, 0.1378033 , 0.42152418, 0.3056528 ,
        0.27890439, 0.        , 0.23401603],
       [0.00278276, 0.00375707, 0.00377804, 0.00970851, 0.00704739,
        0.00446936, 0.01015479, 0.00472334, 0.00657672, 0.03225296,
        0.01852232, 0.02374536, 0.02118775, 0.03340045, 0.02643779,
        0.01508276, 0.01405376, 0.01416871, 0.04043739, 0.06367752,
        0.05111502, 0.02694597, 0.18967825, 0.80475948, 0.02403915,
        0.81968453, 0.23401603, 0.        ]]), 'molecular-dipole': array([-0.08481541, -0.34048077, -0.27883034]), 'molecular-quadrupole': array([ -0.36070077,  -9.34516823,  18.22023353, -19.07996255,
       -36.27777929, -17.85953276])}
Optimization failed: (liwork>=max(1,10*n)||liwork==-1) failed for 10th keyword liwork: dsyevr:liwork=1
------------------------------------------------------------
  cycle        total energy    energy error   density error
------------------------------------------------------------
      1     -79.58641770420  -7.9658402E+01   1.2480429E+00
      2      765.9905971924   8.4557701E+02   2.9507759E+00
      3      858.3448274167   9.2354230E+01   2.9610309E+00
      4      412.8906085507  -4.4545422E+02   2.8938736E+00
      5      505.5517211414   9.2661113E+01   2.6543142E+00
      6      554.5288100648   4.8977089E+01   2.5682403E+00
      7      385.0262261431  -1.6950258E+02   2.2965605E+00
      8      198.8711208174  -1.8615511E+02   2.1050358E+00
      9      179.5875336392  -1.9283587E+01   2.3673889E+00
     10      205.8481536931   2.6260620E+01   2.5193030E+00
     11      232.3689709037   2.6520817E+01   2.3779824E+00
     12      394.4557775039   1.6208681E+02   2.4755485E+00
     13      441.6501916452   4.7194414E+01   2.4599177E+00
     14      418.4077245647  -2.3242467E+01   2.4053960E+00
     15      431.3739740870   1.2966250E+01   2.4404744E+00
     16      430.0085899325  -1.3653842E+00   2.4402983E+00
     17      421.1870962778  -8.8214937E+00   2.4227219E+00
     18      420.3584899117  -8.2860637E-01   2.4228514E+00
     19      426.6329493977   6.2744595E+00   2.4364505E+00
     20      457.2233672164   3.0590418E+01   2.5047953E+00
     21      438.0528488194  -1.9170518E+01   2.4743243E+00
     22      239.7054871656  -1.9834736E+02   2.1801403E+00
     23      97.35487718364  -1.4235061E+02   1.8164499E+00
     24      82.22131623777  -1.5133561E+01   1.8766533E+00
     25      40.66066416284  -4.1560652E+01   1.7276412E+00
     26      36.24922037480  -4.4114438E+00   1.7177666E+00
     27      37.36794989301   1.1187295E+00   1.7051164E+00
     28      43.08033111243   5.7123812E+00   1.7555050E+00
     29      67.19924725686   2.4118916E+01   1.7691597E+00
     30      50.84023017354  -1.6359017E+01   1.6735448E+00
     31      102.9942988524   5.2154069E+01   1.8481192E+00
     32      220.6989387285   1.1770464E+02   1.9756979E+00
     33      94.84365502009  -1.2585528E+02   1.6663306E+00
     34      26.48669147548  -6.8356964E+01   1.6317064E+00
     35      102.7021156787   7.6215424E+01   1.9316741E+00
     36      246.2599986771   1.4355788E+02   2.2886634E+00
     37      407.3284026956   1.6106840E+02   2.5447011E+00
     38      419.0721006937   1.1743698E+01   2.5398140E+00
     39      459.0935759895   4.0021475E+01   2.5993355E+00
     40      461.9735727519   2.8799968E+00   2.6028660E+00
     41      466.1750884352   4.2015157E+00   2.6126938E+00
     42      454.7418693670  -1.1433219E+01   2.6022160E+00
     43      421.9573442572  -3.2784525E+01   2.5593903E+00
     44      420.1575589315  -1.7997853E+00   2.5502037E+00
     45      438.3517289030   1.8194170E+01   2.5930261E+00
     46      446.2178047384   7.8660758E+00   2.5817842E+00
     47      481.9166209894   3.5698816E+01   2.6711703E+00
     48      420.5345412420  -6.1382080E+01   2.5740043E+00
     49      459.0642004108   3.8529659E+01   2.6074762E+00
     50      363.5345144079  -9.5529686E+01   2.5175045E+00
     51      366.3470226799   2.8125083E+00   2.5204820E+00
     52      325.4008677888  -4.0946155E+01   2.4281356E+00
     53      372.0727420165   4.6671874E+01   2.4294638E+00
     54      365.1524730778  -6.9202689E+00   2.4070032E+00
     55      366.6711490225   1.5186759E+00   2.4115901E+00
     56      358.8620448667  -7.8091042E+00   2.3832663E+00
     57      188.7084756217  -1.7015357E+02   1.8695108E+00
     58      6.958455478245  -1.8175002E+02   1.6104677E+00
     59      193.1841163773   1.8622566E+02   1.9011155E+00
     60      75.08494637418  -1.1809917E+02   1.6692813E+00
     61      109.6923960277   3.4607450E+01   1.7947489E+00
     62      106.8694658797  -2.8229301E+00   1.7837778E+00
     63      114.2668104927   7.3973446E+00   1.7967253E+00
     64      58.08606838910  -5.6180742E+01   1.8315049E+00
     65      87.32645678141   2.9240388E+01   1.8110980E+00
     66      43.27611295372  -4.4050344E+01   1.8618621E+00
     67      64.08906418580   2.0812951E+01   1.6561791E+00
     68      67.48671279452   3.3976486E+00   2.0160429E+00
     69      45.88907476402  -2.1597638E+01   1.8812495E+00
     70      25.93916786559  -1.9949907E+01   1.6947495E+00
     71      25.71102370166  -2.2814416E-01   1.6928850E+00
     72      11.02362420559  -1.4687399E+01   1.5365967E+00
     73      3.692646204525  -7.3309780E+00   1.5218739E+00
     74      20.62777913382   1.6935133E+01   1.5973347E+00
     75      29.68275862506   9.0549795E+00   1.4458398E+00
     76     -44.55598668549  -7.4238745E+01   1.1159280E+00
     77     -36.53367248641   8.0223142E+00   1.2083868E+00
     78     -33.22371294923   3.3099595E+00   1.2303650E+00
     79     -29.01433326710   4.2093797E+00   1.1805933E+00
     80     -37.68023616607  -8.6659029E+00   1.0793954E+00
     81     -50.65096075632  -1.2970725E+01   9.4095081E-01
     82     -43.45966219292   7.1912986E+00   1.0791029E+00
     83     -29.15734523553   1.4302317E+01   1.2420944E+00
     84     -22.36706874533   6.7902765E+00   1.3133040E+00
     85     -11.97783441238   1.0389234E+01   1.4142449E+00
     86     -15.86912344904  -3.8912890E+00   1.3809364E+00
     87     -29.73435567778  -1.3865232E+01   1.2482940E+00
     88     -40.02701464686  -1.0292659E+01   1.1182902E+00
     89     -57.02384731738  -1.6996833E+01   9.0283408E-01
     90     -62.16449898458  -5.1406517E+00   7.0437219E-01
     91     -62.09411089355   7.0388091E-02   7.5080794E-01
     92     -56.80155493978   5.2925560E+00   7.1560796E-01
     93     -42.12367351125   1.4677881E+01   8.6597092E-01
     94     -63.95685510282  -2.1833182E+01   7.5726309E-01
     95     -48.89775410247   1.5059101E+01   8.3482923E-01
     96     -76.28143487091  -2.7383681E+01   5.2053073E-01
     97     -41.47403798968   3.4807397E+01   8.0864918E-01
     98     -74.34670799020  -3.2872670E+01   5.2088808E-01
     99     -79.92418669611  -5.5774787E+00   3.3553869E-01
    100     -82.48673796211  -2.5625513E+00   3.1699272E-01
    101     -80.57224147844   1.9144965E+00   3.8710772E-01
    102     -73.20451221350   7.3677293E+00   4.1851403E-01
    103     -72.05410490400   1.1504073E+00   5.1250972E-01
    104     -84.69204217725  -1.2637937E+01   1.4610490E-01
    105     -80.67516264994   4.0168795E+00   2.8542593E-01
    106     -81.93495176688  -1.2597891E+00   2.4932507E-01
    107     -77.47001476747   4.4649370E+00   3.4509935E-01
    108     -81.14524167324  -3.6752269E+00   2.6385920E-01
    109     -85.32358915454  -4.1783475E+00   1.3915605E-01
    110     -82.89354879105   2.4300404E+00   2.1689404E-01
